"CODIGO";"CODIGOTIPOCONTA";"CODIGOAREA";"DESCRICAO";"EMAIL";"NUMERO";"ATIVO";"USUARIO";"DHMODIFICACAO"
"755,000000";"8,000000";"null";"Bancas Examinadora";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"756,000000";"5,000000";"null";"CEDHAL";"cedhal@edu.usp.br";"1";"S";"SYSDBA";"21/01/2008 14:28"
"757,000000";"5,000000";"null";"CELP";"cep@edu.usp.br";"1";"S";"SYSDBA";"21/01/2008 14:28"
"758,000000";"5,000000";"null";"CITRAT";"citrat@edu.usp.br";"1";"S";"SYSDBA";"21/01/2008 14:28"
"759,000000";"5,000000";"null";"CL";"clinguas@edu.usp.br";"1";"S";"SYSDBA";"21/01/2008 14:28"
"760,000000";"5,000000";"null";"DA";"fla@usp.br";"1";"S";"SYSDBA";"21/01/2008 14:28"
"761,000000";"5,000000";"null";"DCP";"fflchflp@edu.usp.br";"1";"S";"SYSDBA";"21/01/2008 14:28"
"762,000000";"5,000000";"null";"DG";"flg@usp.br";"1";"S";"SYSDBA";"21/01/2008 14:28"
"763,000000";"5,000000";"null";"DH";"flh@edu.usp.br";"1";"S";"SYSDBA";"21/01/2008 14:28"
"764,000000";"5,000000";"null";"DL";"fll@usp.br";"1";"S";"SYSDBA";"21/01/2008 14:28"
"765,000000";"5,000000";"null";"DLCV";"flc@edu.usp.br";"1";"S";"SYSDBA";"21/01/2008 14:28"
"766,000000";"5,000000";"null";"DLO";"flo@usp.br";"1";"S";"SYSDBA";"21/01/2008 14:28"
"767,000000";"8,000000";"null";"Bolsa de Iniciação Científica";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"768,000000";"8,000000";"null";"Cátedra Jaime Cortesão";"";"1";"S";"RETOMA";"08/03/2010 09:36"
"769,000000";"5,000000";"null";"DS";"fsl@usp.br";"1";"S";"SYSDBA";"21/01/2008 14:28"
"770,000000";"5,000000";"null";"DTLLC";"flt@usp.br";"1";"S";"SYSDBA";"21/01/2008 14:28"
"771,000000";"5,000000";"null";"SBD";"bibfflch@edu.usp.br";"1";"S";"SYSDBA";"21/01/2008 14:28"
"772,000000";"8,000000";"null";"Combustíveis e Veículos";"";"1";"S";"NUNO";"23/03/2017 09:44"
"773,000000";"8,000000";"null";"Conservação e Manutenção de Bens em Geral";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"774,000000";"8,000000";"null";"Contingência da Diretoria";"";"1";"S";"RETOMA";"10/02/2009 14:17"
"775,000000";"8,000000";"null";"Cotas a serem Repassadas (Depto/Centros/SBD/Eventos)";"";"1";"S";"NUNO";"04/03/2016 16:09"
"776,000000";"8,000000";"null";"Despesas Postais";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"777,000000";"8,000000";"null";"Diárias de Motoristas";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"779,000000";"8,000000";"null";"Fundo de Recolhimento 10% Cursos de Graduação";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"780,000000";"8,000000";"null";"Laboratório (DA)";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"781,000000";"8,000000";"null";"Laboratório (LEI)";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"782,000000";"8,000000";"null";"Laboratório (DG)";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"783,000000";"8,000000";"null";"Laboratório (LAPEL)";"";"1";"S";"RETOMA";"16/04/2008 16:14"
"784,000000";"8,000000";"null";"Monitores - Bolsistas - Administração";"";"1";"S";"NUNO";"15/03/2013 14:36"
"785,000000";"8,000000";"null";"Gráfica/Publicações Despesas em Geral";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"786,000000";"8,000000";"null";"Saldo dos Departamentos/Centros/SBD";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"787,000000";"8,000000";"null";"Seguro (Incêndio e Roubo)";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"788,000000";"10,000000";"null";"Suplementação do Grupo (082)";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"789,000000";"10,000000";"null";"Suplementação do Grupo (083)";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"790,000000";"10,000000";"null";"Suplementação do Grupo (159)";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"791,000000";"10,000000";"null";"Suplementação do Grupo (174)";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"792,000000";"10,000000";"null";"Suplementação do Grupo (857)";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"793,000000";"10,000000";"null";"Suplementação de Projetos Especiais";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"794,000000";"10,000000";"null";"Suplementação de Cursos";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"795,000000";"10,000000";"null";"Suplementação Referente ao Saldo do Exercício 2008";"";"1";"S";"NUNO";"11/03/2009 16:20"
"796,000000";"10,000000";"null";"331401 - Diárias Pessoal  Civil";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"797,000000";"10,000000";"null";"333041 - Material de escritório, Papéis em Geral e Impressos";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"798,000000";"10,000000";"null";"333050 - Peças de Reposição e Acessórios";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"799,000000";"10,000000";"null";"333060 - Suprimentos de Informática";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"800,000000";"10,000000";"null";"333061 - Peças, Acessórios e componentes de Informática";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"801,000000";"10,000000";"null";"333090 - Outros Materiais de consumo";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"802,000000";"10,000000";"null";"333343 - Locação de Veículos, Aeronaves e Outroas";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"803,000000";"10,000000";"null";"333345 - Outras Despesas c/Transportes e Locomoção";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"804,000000";"10,000000";"null";"333611 - Remuneração de Serviços Pessoais";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"805,000000";"10,000000";"null";"333612 - Encargos Sociais e Obrig. Fiscais - P.Fisica";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"806,000000";"10,000000";"null";"333616 - Ajuda de Custo a Colaboradores Eventuais";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"807,000000";"10,000000";"null";"333943 - Jornais, Revistas e Periódicos";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"808,000000";"10,000000";"null";"333945 - Seguros";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"809,000000";"10,000000";"null";"333980 - Conservação e Manut. de Bens Mov. e Imóveis";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"810,000000";"10,000000";"null";"333983 - Serviços Gráficos";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"811,000000";"10,000000";"null";"333992 - Despesas Miúdas e de Pronto Pagamento";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"812,000000";"10,000000";"null";"333999 - Outros Serv. e Encargos - P. Jurídicas";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"813,000000";"10,000000";"null";"Almoxarifado Central ( RUSP )";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"814,000000";"10,000000";"null";"Conservação de Veículos ( PCO )";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"815,000000";"10,000000";"null";"Devolução Pagamento de Cursos";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"816,000000";"10,000000";"null";"Devolução de Projetos Especiais";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"817,000000";"10,000000";"null";"Empenhos Adiantamentos - Departamentos/Centros/SBD";"";"1";"S";"NUNO";"20/03/2013 14:32"
"818,000000";"10,000000";"null";"Empenhos Ordinários - Almoxarifado Estoque";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"819,000000";"10,000000";"null";"Empenhos Ordinários - Administração";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"820,000000";"10,000000";"null";"Empenhos Ordinários - Departamentos/Centros/SBD";"";"1";"S";"SYSDBA";"21/01/2008 14:27"
"821,000000";"10,000000";"null";"Empenhos Ordinários - Projetos Especiais";"";"1";"S";"SYSDBA";"21/01/2008 14:28"
"822,000000";"10,000000";"null";"Estimativa - Contratos de Correios";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"823,000000";"10,000000";"null";"Estimativa - Contrato de Hospedagens";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"824,000000";"10,000000";"null";"Estimativa - Contrato de Passagens Aéreas";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"825,000000";"10,000000";"null";"Estimativa - Pagamento de Monitores - Bolsistas";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"826,000000";"10,000000";"null";"Estimativa - Contrato de Multas p/ Infracões de Trânsito";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"827,000000";"10,000000";"null";"Pagamento para Rusp - Canon";"";"1";"S";"NUNO";"03/09/2008 09:24"
"828,000000";"10,000000";"null";"Pagamento de Protocolados (Básica)";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"829,000000";"10,000000";"null";"Pagamento para CCE";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"830,000000";"10,000000";"null";"Reservas Almoxarifado - Estoque";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"831,000000";"10,000000";"null";"Reservas Diversas";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"832,000000";"10,000000";"null";"Seguro Cosesp";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"833,000000";"10,000000";"null";"Seguro de Monitores para Acidentes Pessoais";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"834,000000";"10,000000";"null";"Vale Refeição";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"836,000000";"8,000000";"null";"Conservação e Manutenção de Veículos";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"837,000000";"10,000000";"null";"Combustíveis";"";"1";"S";"NUNO";"21/03/2012 09:37"
"838,000000";"7,000000";"3,000000";"ATAC";"academica.fflch@usp.br";"1";"S";"SYSDBA";"21/01/2008 14:29"
"839,000000";"7,000000";"3,000000";"SCALFCS";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"840,000000";"7,000000";"3,000000";"SCAGEHI";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"841,000000";"7,000000";"3,000000";"SVALGRA";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"842,000000";"7,000000";"3,000000";"SCALLET";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"843,000000";"7,000000";"3,000000";"SCAPAC";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"844,000000";"7,000000";"3,000000";"SVCEXU";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"845,000000";"7,000000";"3,000000";"SVPOSGR";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"846,000000";"7,000000";"3,000000";"SVASENG";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"847,000000";"7,000000";"1,000000";"SVPES";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"848,000000";"7,000000";"1,000000";"ATAD";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"849,000000";"7,000000";"1,000000";"SCMACON";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"850,000000";"7,000000";"1,000000";"SCMARCA";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"851,000000";"7,000000";"1,000000";"SCVEIC";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"852,000000";"7,000000";"1,000000";"SVEXPED";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"853,000000";"7,000000";"1,000000";"SVGER";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"854,000000";"26,000000";"5,000000";"ALG - Almox";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"855,000000";"26,000000";"6,000000";"ALM - Almox";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"857,000000";"7,000000";"2,000000";"SVCONT";"";"1";"S";"NUNO";"08/01/2013 10:53"
"858,000000";"7,000000";"2,000000";"SVPATR";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"859,000000";"7,000000";"2,000000";"SVTESOU";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"860,000000";"7,000000";"2,000000";"SVCOMPR";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"861,000000";"8,000000";"null";"Centro Acadêmico - CAELL";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"863,000000";"7,000000";"11,000000";"SPACS";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"864,000000";"7,000000";"11,000000";"SPAGH";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"865,000000";"7,000000";"11,000000";"SPALET";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"866,000000";"7,000000";"12,000000";"SCINFOR";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"867,000000";"7,000000";"13,000000";"STZADM";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"868,000000";"7,000000";"13,000000";"STZFCS";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"869,000000";"7,000000";"13,000000";"STZGH";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"870,000000";"7,000000";"13,000000";"STZLETRAS";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"871,000000";"8,000000";"null";"Saldo de Projetos Especiais";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"872,000000";"8,000000";"null";"Centro Acadêmico - CAF";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"873,000000";"8,000000";"null";"Centro Acadêmico - CAHIS";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"874,000000";"8,000000";"null";"Centro Acadêmico - CEGE";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"875,000000";"8,000000";"null";"Centro Acadêmico - CEUPES";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"877,000000";"8,000000";"null";"Compra Equipamentos Projeto Web Radio TV Digital e Afins";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"878,000000";"8,000000";"null";"Controle - Saldo Estimativa de Correio";"";"1";"S";"NUNO";"02/10/2014 14:39"
"879,000000";"8,000000";"null";"Controle - Saldo de Empenhos Estimativas";"";"1";"S";"NUNO";"02/10/2014 14:40"
"880,000000";"8,000000";"null";"Controle - Saldo do Almoxarifado Estoque";"";"1";"S";"NUNO";"02/10/2014 14:41"
"881,000000";"8,000000";"null";"Controle - Saldo Valor de Cópias Reprográficas";"";"1";"S";"NUNO";"05/09/2018 15:45"
"882,000000";"8,000000";"null";"Controle - Saldo de Adiantamentos em Aberto";"";"1";"S";"NUNO";"02/10/2014 14:29"
"883,000000";"10,000000";"null";"445233 - Material Educativo Cultural e Recreativo";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"884,000000";"10,000000";"null";"Admissão Transitória";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"885,000000";"10,000000";"null";"Assinatura do Diário Oficial";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"886,000000";"10,000000";"null";"Banca Examinadora (333611-333612-333616-333342-333345)";"";"1";"S";"NUNO";"12/07/2010 15:14"
"887,000000";"10,000000";"null";"Empenhos Adiantamentos - Projetos Especiais";"";"1";"S";"NUNO";"20/03/2013 14:33"
"888,000000";"10,000000";"null";"Empenhos Ordinários - Verba Proap";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"889,000000";"10,000000";"null";"Estagiários";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"890,000000";"10,000000";"null";"Estimativa - Regime de Quilometragem";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"891,000000";"10,000000";"null";"Anulação Guia de Recolhimento Taxas";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"892,000000";"10,000000";"null";"Hora Extra";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"893,000000";"10,000000";"null";"Manutenção de Áreas Externas";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"895,000000";"10,000000";"null";"Pagamento Telefonia - ADM";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"896,000000";"10,000000";"null";"Protocolados (081)";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"897,000000";"10,000000";"null";"Protocolados (082)";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"928,000000";"10,000000";"null";"Redução Pagamento de Cursos";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"929,000000";"10,000000";"null";"Redução para o Grupo (080)";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"930,000000";"10,000000";"null";"Redução para o Grupo (082)";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"931,000000";"10,000000";"null";"Redução para o Grupo (083)";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"934,000000";"7,000000";"13,000000";"STZBIB";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"935,000000";"7,000000";"13,000000";"STZCCJ";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"936,000000";"7,000000";"4,000000";"VICE-DIRETORIA";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"937,000000";"7,000000";"4,000000";"SDI";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"938,000000";"7,000000";"4,000000";"DIRETORIA";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"939,000000";"7,000000";"2,000000";"LICITAÇÕES";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"940,000000";"7,000000";"2,000000";"SVALMOX";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"941,000000";"7,000000";"2,000000";"ATFN";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"942,000000";"7,000000";"3,000000";"COPESQ";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"943,000000";"25,000000";"null";"RESERVA";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"944,000000";"10,000000";"null";"333799 - Outros Serviços";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"945,000000";"26,000000";"14,000000";"Departamentos";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"946,000000";"26,000000";"14,000000";"Zeladorias";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"947,000000";"26,000000";"9,000000";"SCMACON";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"955,000000";"10,000000";"null";"Empenhos Adiantamentos - Administração";"";"1";"S";"NUNO";"20/03/2013 14:31"
"995,000000";"4,000000";"18,000000";"DF";"filosofo@usp.br";"1";"S";"SYSDBA";"21/01/2008 14:29"
"996,000000";"5,000000";"null";"DF";"filosofo@usp.br";"1";"S";"SYSDBA";"21/01/2008 14:29"
"1048,000000";"10,000000";"null";"333919 - Locação de Equipamentos Diversos";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"1109,000000";"10,000000";"null";"Suplementação do Grupo (080)";"";"1";"S";"NUNO";"22/08/2013 16:12"
"1110,000000";"5,000000";"null";"CAR";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"1111,000000";"10,000000";"null";"333021 -  Gasolina";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"1114,000000";"10,000000";"null";"Pagamento 5% Cursos de Extensão Para (PROCEU)";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"1116,000000";"8,000000";"null";"Reserva para Reforma Teto da Administração";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"1117,000000";"8,000000";"null";"Transferência de Verba para o Prédio de Geografia/História";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"1119,000000";"8,000000";"null";"Transferência de Verba para o Prédio de Filo/Ciência Sociais";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"1120,000000";"10,000000";"null";"Redução Compra de Equipamentos - CTI";"";"1";"S";"NUNO";"15/05/2009 16:33"
"1126,000000";"10,000000";"null";"Redução para o Grupo (857)";"";"1";"S";"NUNO";"31/05/2016 09:44"
"1135,000000";"4,000000";"18,000000";"CENEDIC";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"1138,000000";"10,000000";"null";"Pagamento Compra de Livros SBD";"";"1";"S";"SYSDBA";"21/01/2008 14:29"
"1146,000000";"10,000000";"null";"333052 - Material de Construção";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1147,000000";"10,000000";"null";"Suplementação Devolução de Protocolados";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1150,000000";"10,000000";"null";"Empenhos - Auxílio Financeiro a Estudantes";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1156,000000";"10,000000";"null";"333022 - Óleo Diesel";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1257,000000";"10,000000";"null";"Pagamento Emissão 2ª via de Diplomas";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1285,000000";"27,000000";"null";"Despesas com Manutençao Predial";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1286,000000";"28,000000";"null";"Despesas com Segurança e Proteção";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1287,000000";"29,000000";"null";"Despesas com Informática";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1288,000000";"30,000000";"null";"Despesas com Cursos de Treinamento";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1289,000000";"31,000000";"null";"Demonstrativo de SDD - ADM";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1290,000000";"32,000000";"null";"Despesas com Verba da RI Paga na Basica";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1291,000000";"33,000000";"null";"Despesas com Verba da Basica Paga na RI";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1292,000000";"34,000000";"null";"Recolhimento com Serviços Graficos - Tesouraria";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1293,000000";"34,000000";"null";"Recolhimento com Cópias de Xerox - Alemão";"";"4";"S";"ACESARFS";"07/01/2008 16:05"
"1294,000000";"34,000000";"null";"Reserva Para Construção do Anexo do Prédio de Letras";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1295,000000";"34,000000";"null";"10% Cursos de Graduação da Faculdade - GR Tesouraria";"";"3";"S";"ACESARFS";"07/01/2008 16:04"
"1296,000000";"34,000000";"null";"Contingência da Diretoria - Renda Industrial";"";"2";"S";"NUNO";"11/02/2015 16:08"
"1297,000000";"34,000000";"null";"Expedição de Diplomas (FFLCH)";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1298,000000";"34,000000";"null";"Fundo Para Melhoria do Prédio de Filosofia e Ciências Sociais";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1299,000000";"34,000000";"null";"Guias de Recolhimento - PRPG";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1300,000000";"34,000000";"null";"Compra de Equipamento Audio/Video - Projeto Web Radio";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1301,000000";"35,000000";"null";"Doação - Comissão de População e Meio Ambiente (DG)";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1302,000000";"35,000000";"null";"Doação - XVII Enc. Nac. de Profs. Univ. de Lga. Lit. Cult. Japonesa (DLO)";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1303,000000";"35,000000";"null";"Doação - Centro Est. Japoneses e Intecâmbio Acadêmico (DLO)";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1304,000000";"35,000000";"null";"Doação - Sociedade Cemitério Israelita do Estado de SP (DLO)";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1305,000000";"35,000000";"null";"Doação - Fundação Calouste Gulbenkian (DLO)";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1306,000000";"35,000000";"null";"Doação - Association Of Reservch Libraries (SBD)";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1307,000000";"36,000000";"null";"Pós-Graduação Lingua Espanhola e Lit. Hispano Americana";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1308,000000";"36,000000";"null";"Pós-Graduação em Linguística";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1309,000000";"36,000000";"null";"Pós-Graduação Lingua e Literatura Russa";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1310,000000";"36,000000";"null";"Pós-Graduação em Estudos Comparados de Lit. Portuguesa";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1311,000000";"36,000000";"null";"Pós-Graduação em Letras Clássicas";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1312,000000";"36,000000";"null";"Pós-Graduação em Literatura Portuguesa";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
"1313,000000";"36,000000";"null";"Pós-Graduação Lingua Literatura e Cultura Arabe";"";"1";"S";"SYSDBA";"21/01/2008 14:30"
